event,signal,date,second,milisecond,tweek signs,f_signs [kHz],f_min<2kHz
771,4,20160815_204846,136,531,,,
771,5,20160815_204846,136,569,,,
771,6,20160815_204846,136,56,4,,
771,7,20160815_204846,136,68,,,
772,1,20150902_235435,142,222,3,,
772,2,20150902_235435,142,208,2,,
772,3,20150902_235435,142,251,3,,
772,4,20150902_235435,142,259,3,,
772,5,20150902_235435,142,365,2,,
772,6,20150902_235435,142,793,,,
772,7,20150902_235435,142,113,,,
773,1,20170714_152824,87,400,,,
773,2,20170714_152824,87,18,,,
773,3,20170714_152824,87,571,,,
773,4,20170714_152824,87,653,,,
773,5,20170714_152824,87,460,,,
773,6,20170714_152824,87,423,,,
773,7,20170714_152824,87,66,,,
773,8,20170714_152824,87,674,,,
773,9,20170714_152824,87,967,,,
773,10,20170714_152824,87,627,,,
773,11,20170714_152824,87,801,,,
773,12,20170714_152824,87,884,,,
774,1,20160815_212348,27,157,,,
774,2,20160815_212348,27,228,,,
774,3,20160815_212348,27,253,,,
774,4,20160815_212348,27,261,,,
774,5,20160815_212348,27,271,,,
774,6,20160815_212348,27,282,,,
774,7,20160815_212348,27,386,,,
775,1,20160815_203345,56,618,,,
775,2,20160815_203345,56,502,,,
775,3,20160815_203345,56,413,,,
775,4,20160815_203345,56,450,,,
775,5,20160815_203345,56,300,,,
775,6,20160815_203345,56,186,,,
775,7,20160815_203345,56,57,,,
775,8,20160815_203345,56,18,,,
775,9,20160815_203345,56,90,,,
775,10,20160815_203345,56,111,,,
775,11,20160815_203345,56,132,,,
776,1,20180615_194505,67,103,,,
776,2,20180615_194505,67,120,,,
776,3,20180615_194505,67,142,,,
776,4,20180615_194505,67,171,,,
776,5,20180615_194505,67,231,,,
776,6,20180615_194505,67,302,,,
776,7,20180615_194505,67,254,,,
776,8,20180615_194505,67,442,,,
776,9,20180615_194505,67,494,,,
776,10,20180615_194505,67,821,1,,
776,11,20180615_194505,67,884,1,,
776,12,20180615_194505,67,923,,,
776,13,20180615_194505,67,931,,,
776,14,20180615_194505,67,995,,,
777,1,20180629_161854,73,319,,,
777,2,20180629_161854,73,300,,,
777,3,20180629_161854,73,288,,,
777,4,20180629_161854,73,281,,,
778,1,20150915_184833,57,7,,,
778,2,20150915_184833,57,130,,,
778,3,20150915_184833,57,153,,,
778,4,20150915_184833,57,160,,,
778,5,20150915_184833,57,231,,,
778,6,20150915_184833,57,519,,,
778,7,20150915_184833,57,736,,,
778,8,20150915_184833,57,774,,,
778,9,20150915_184833,57,808,,,
778,10,20150915_184833,57,405,,,
778,11,20150915_184833,57,470,,,
778,12,20150915_184833,57,365,,,
779,1,20170702_170122,9,242,,,
779,2,20170702_170122,9,462,,,
779,3,20170702_170122,9,575,,,
780,1,20180615_202006,27,51,4,,
780,2,20180615_202006,27,111,4,,
780,3,20180615_202006,27,498,,,
780,4,20180615_202006,27,526,,,
780,5,20180615_202006,27,555,,,
780,6,20180615_202006,27,611,,,
780,7,20180615_202006,27,854,,,
780,8,20180615_202006,27,960,,,
780,9,20180615_202006,27,973,3,,
780,10,20180615_202006,27,138,,,
780,11,20180615_202006,27,211,,,
781,1,20150927_135133,91,677,4,,
781,2,20150927_135133,91,759,3,,
781,3,20150927_135133,91,792,,,
781,4,20150927_135133,91,800,,,
781,5,20150927_135133,91,831,3,,
781,6,20150927_135133,91,851,2,,
781,7,20150927_135133,91,816,,,
781,8,20150927_135133,91,825,,,
782,1,20150902_235435,102,31,3,,
782,2,20150902_235435,102,347,3,,
782,3,20150902_235435,102,395,3,,
782,4,20150902_235435,102,700,2,,
782,5,20150902_235435,102,231,,,
782,6,20150902_235435,102,316,,,
782,7,20150902_235435,102,489,,,
782,8,20150902_235435,102,570,,,
782,9,20150902_235435,102,619,,,
782,10,20150902_235435,102,596,,,
782,11,20150902_235435,102,732,,,
782,12,20150902_235435,102,880,,,
782,13,20150902_235435,102,889,,,
782,14,20150902_235435,102,874,,,
782,15,20150902_235435,102,308,,,
783,1,20160830_192500,125,30,,,
783,2,20160830_192500,125,291,3,,
783,3,20160830_192500,125,332,2,,
783,4,20160830_192500,125,347,3,,
783,5,20160830_192500,125,407,3,,
783,6,20160830_192500,125,472,,,
783,7,20160830_192500,125,480,,,
783,8,20160830_192500,125,565,,,
783,9,20160830_192500,125,648,,,
783,10,20160830_192500,125,602,,,
783,11,20160830_192500,125,494,,,
783,12,20160830_192500,125,507,,,
783,13,20160830_192500,125,972,,,
784,1,20160830_192500,97,950,,,
784,2,20160830_192500,97,895,2,,
784,3,20160830_192500,97,596,,,
784,4,20160830_192500,97,231,,,
784,5,20160830_192500,97,723,,,
784,6,20160830_192500,97,708,2,,
784,7,20160830_192500,97,876,,,
784,8,20160830_192500,97,883,3,,
784,9,20160830_192500,97,317,,,
784,10,20160830_192500,97,766,2,,
784,11,20160830_192500,97,530,,,
784,12,20160830_192500,97,88,,,
784,13,20160830_192500,97,131,,,
784,14,20160830_192500,97,151,,,
784,15,20160830_192500,97,839,,,
785,1,20160814_152226,35,120,,,
785,2,20160814_152226,35,641,,,
785,3,20160814_152226,35,895,,,
785,4,20160814_152226,35,662,,,
786,1,20150927_142635,35,117,,,
786,2,20150927_142635,35,258,,,
786,3,20150927_142635,35,286,,,
787,1,20150914_125211,127,162,,,
787,2,20150914_125211,127,691,,,
787,3,20150914_125211,127,885,,,
789,1,20160802_161939,25,821,,,
789,2,20160802_161939,25,34,,,
790,1,20170730_170906,55,692,1,,
790,2,20170730_170906,55,353,2,,
790,3,20170730_170906,55,94,,,
790,4,20170730_170906,55,910,,,
790,5,20170730_170906,55,20,,,
791,1,20160830_192500,125,28,,,
791,2,20160830_192500,125,971,,,
791,3,20160830_192500,125,565,,,
791,4,20160830_192500,125,650,1,,
791,5,20160830_192500,125,602,,,
791,6,20160830_192500,125,406,2,,
791,7,20160830_192500,125,290,2,,
791,8,20160830_192500,125,347,2,,
791,9,20160830_192500,125,506,,,
791,10,20160830_192500,125,493,,,
791,11,20160830_192500,125,476,,,
791,12,20160830_192500,125,328,,,
792,1,20170702_165122,72,374,,,
792,2,20170702_165122,72,527,,,
792,3,20170702_165122,72,852,,,
792,4,20170702_165122,72,159,,,
792,5,20170702_165122,72,861,,,
792,6,20170702_165122,72,558,,,
792,7,20170702_165122,72,106,,,
793,1,20170714_155325,135,939,,,
793,2,20170714_155325,135,387,,,
794,1,20150915_192835,101,290,,,
794,2,20150915_192835,101,370,1,,
794,3,20150915_192835,101,381,1,,
794,4,20150915_192835,101,555,,,
794,5,20150915_192835,101,752,,,
794,6,20150915_192835,101,941,,,
795,1,20150915_193335,80,65,,,
795,2,20150915_193335,80,109,,,
795,3,20150915_193335,80,198,,,
795,4,20150915_193335,80,160,,,
795,5,20150915_193335,80,350,,,
795,6,20150915_193335,80,388,,,
795,7,20150915_193335,80,399,,,
795,8,20150915_193335,80,706,,,
795,9,20150915_193335,80,851,1,,
795,10,20150915_193335,80,833,,,
796,1,20160830_193501,71,185,4,,
796,2,20160830_193501,71,36,1,,
796,3,20160830_193501,71,18,1,,
796,4,20160830_193501,71,4,1,,
796,5,20160830_193501,71,242,2,,
796,6,20160830_193501,71,212,2,,
796,7,20160830_193501,71,756,,,
796,8,20160830_193501,71,468,,,
796,9,20160830_193501,71,977,,,
796,10,20160830_193501,71,296,,,
797,1,20170714_154824,126,903,,,
797,2,20170714_154824,126,980,,,
797,3,20170714_154824,126,955,,,
797,4,20170714_154824,126,699,1,,
797,5,20170714_154824,126,818,1,,
797,6,20170714_154824,126,510,,,
797,7,20170714_154824,126,496,,,
797,8,20170714_154824,126,475,,,
798,1,20150915_184833,112,523,1,,
798,2,20150915_184833,112,348,2,,
798,3,20150915_184833,112,385,1,,
798,4,20150915_184833,112,879,,,
798,5,20150915_184833,112,935,,,
798,6,20150915_184833,112,4,,,
799,1,20170730_172907,60,349,,,
799,2,20170730_172907,60,943,,,
799,3,20170730_172907,60,376,,,
799,4,20170730_172907,60,384,,,
799,5,20170730_172907,60,396,,,
799,6,20170730_172907,60,530,,,
799,7,20170730_172907,60,441,,,
799,8,20170730_172907,60,752,,,
799,9,20170730_172907,60,758,,,
799,10,20170730_172907,60,765,,,
799,11,20170730_172907,60,926,,,
799,12,20170730_172907,60,962,,,
800,1,20180615_194505,28,-1,,,
800,2,20180615_194505,28,46,,,
800,3,20180615_194505,28,93,,,
800,4,20180615_194505,28,323,,,
800,5,20180615_194505,28,577,,,
800,6,20180615_194505,28,586,,,
800,7,20180615_194505,28,606,,,
800,8,20180615_194505,28,621,,,
800,9,20180615_194505,28,649,,,
800,10,20180615_194505,28,682,,,
800,11,20180615_194505,28,732,,,
800,12,20180615_194505,28,802,,,
800,13,20180615_194505,28,843,,,
800,14,20180615_194505,28,865,,,
800,15,20180615_194505,28,911,,,
800,16,20180615_194505,28,963,,,
801,1,20160830_193501,20,726,,,
801,2,20160830_193501,20,708,,,
801,3,20160830_193501,20,475,,,
801,4,20160830_193501,20,515,2,,
801,5,20160830_193501,20,553,2,,
801,6,20160830_193501,20,957,2,,
801,7,20160830_193501,20,735,,,
801,8,20160830_193501,20,567,1,,
801,9,20160830_193501,20,911,,,
802,1,20180629_155854,118,780,,,
802,2,20180629_155854,118,640,,,
802,3,20180629_155854,118,518,,,
802,4,20180629_155854,118,350,,,
802,5,20180629_155854,118,327,,,
802,6,20180629_155854,118,293,,,
802,7,20180629_155854,118,39,,,
802,8,20180629_155854,118,455,,,
802,9,20180629_155854,118,575,,,
803,1,20180629_161354,23,304,,,
803,2,20180629_161354,23,642,,,
803,3,20180629_161354,23,233,,,
803,4,20180629_161354,23,154,,,
803,5,20180629_161354,23,957,,,
803,6,20180629_161354,23,513,,,
803,7,20180629_161354,23,248,,,
804,1,20170702_164121,105,939,,,
804,2,20170702_164121,105,118,,,
805,1,20170730_164905,137,324,,,
805,2,20170730_164905,137,943,,,
805,3,20170730_164905,137,87,,,
805,4,20170730_164905,137,755,,,
805,5,20170730_164905,137,768,,,
805,6,20170730_164905,137,730,,,
805,7,20170730_164905,137,970,,,
806,1,20170715_125919,83,952,,,
806,2,20170715_125919,83,978,,,
807,1,20160814_151225,87,152,,,
808,1,20150914_132712,9,749,,,
808,2,20150914_132712,9,740,,,
808,3,20150914_132712,9,353,,,
808,4,20150914_132712,9,410,,,
808,5,20150914_132712,9,21,,,
808,6,20150914_132712,9,430,,,
808,7,20150914_132712,9,484,,,
808,8,20150914_132712,9,536,,,
808,9,20150914_132712,9,72,,,
808,10,20150914_132712,9,105,,,
808,11,20150914_132712,9,97,,,
808,12,20150914_132712,9,197,,,
808,13,20150914_132712,9,268,,,
808,14,20150914_132712,9,233,,,
808,15,20150914_132712,9,132,,,
809,1,20180602_212730,27,192,1,,
809,2,20180602_212730,27,226,2,,
809,3,20180602_212730,27,601,,,
809,4,20180602_212730,27,711,4,,
809,5,20180602_212730,27,645,3,,
810,1,20180614_120347,66,120,,,
810,2,20180614_120347,66,186,,,
810,3,20180614_120347,66,257,,,
810,4,20180614_120347,66,272,,,
810,5,20180614_120347,66,290,,,
810,6,20180614_120347,66,394,,,
810,7,20180614_120347,66,500,,,
810,8,20180614_120347,66,506,,,
810,9,20180614_120347,66,547,,,
810,10,20180614_120347,66,700,,,
810,11,20180614_120347,66,960,,,
810,12,20180614_120347,66,767,,,
810,13,20180614_120347,66,735,,,
810,14,20180614_120347,66,746,,,
810,15,20180614_120347,66,495,,,
810,16,20180614_120347,66,529,1,,
810,17,20180614_120347,66,483,1,,
811,1,20150914_131712,136,375,,,
811,2,20150914_131712,136,525,,,
811,3,20150914_131712,136,462,,,
811,4,20150914_131712,136,285,,,
811,5,20150914_131712,136,335,,,
811,6,20150914_131712,136,408,,,
811,7,20150914_131712,136,397,,,
811,8,20150914_131712,136,58,,,
811,9,20150914_131712,136,86,,,
811,10,20150914_131712,136,134,,,
811,11,20150914_131712,136,167,,,
811,12,20150914_131712,136,255,,,
811,13,20150914_131712,136,592,,,
811,14,20150914_131712,136,620,,,
811,15,20150914_131712,136,848,,,
811,16,20150914_131712,136,974,,,
812,1,20160815_203345,58,155,,,
812,2,20160815_203345,58,162,,,
812,3,20160815_203345,58,171,,,
812,4,20160815_203345,58,192,,,
812,5,20160815_203345,58,385,,,
812,6,20160815_203345,58,628,3,,
812,7,20160815_203345,58,682,1,,
812,8,20160815_203345,58,730,,,
812,9,20160815_203345,58,755,,,
812,10,20160815_203345,58,769,3,,
812,11,20160815_203345,58,783,1,,
812,12,20160815_203345,58,848,1,,
813,1,20180629_161854,73,302,,,
813,2,20180629_161854,73,288,,,
813,3,20180629_161854,73,319,,,
813,4,20180629_161854,73,281,,,
814,1,20150927_141634,22,792,,,
814,2,20150927_141634,22,821,,,
814,3,20150927_141634,22,859,,,
814,4,20150927_141634,22,839,,,
814,5,20150927_141634,22,883,,,
815,1,20180615_202006,78,76,,,
815,2,20180615_202006,78,189,3,,
815,3,20180615_202006,78,226,2,,
815,4,20180615_202006,78,253,2,,
815,5,20180615_202006,78,295,1,,
815,6,20180615_202006,78,464,,,
815,7,20180615_202006,78,503,,,
815,8,20180615_202006,78,737,,,
816,1,20160830_200002,114,619,3,,
816,2,20160830_200002,114,206,,,
817,1,20150902_234934,146,955,3,,
817,2,20150902_234934,146,925,1,,
817,3,20150902_234934,146,875,,,
817,4,20150902_234934,146,810,,,
817,5,20150902_234934,146,512,,,
817,6,20150902_234934,146,537,,,
817,7,20150902_234934,146,484,3,,
817,8,20150902_234934,146,80,1,,
817,9,20150902_234934,146,175,,,
818,1,20180629_162855,131,839,,,
818,2,20180629_162855,131,974,,,
818,3,20180629_162855,131,858,,,
818,4,20180629_162855,131,681,,,
818,5,20180629_162855,131,923,,,
818,6,20180629_162855,131,513,,,
819,1,20180602_204728,35,430,,,
819,2,20180602_204728,35,235,,,
819,3,20180602_204728,35,87,,,
819,4,20180602_204728,35,301,,,
819,5,20180602_204728,35,321,2,,
819,6,20180602_204728,35,346,1,,
820,1,20170715_121417,102,817,,,
820,2,20170715_121417,102,828,,,
820,3,20170715_121417,102,883,,,
821,1,20160830_195001,68,519,,,
821,2,20160830_195001,68,730,,,
821,3,20160830_195001,68,758,,,
821,4,20160830_195001,68,898,4,,
821,5,20160830_195001,68,925,2,,
821,6,20160830_195001,68,953,2,,
821,7,20160830_195001,68,984,2,,
822,1,20180615_204007,98,64,,,
822,2,20180615_204007,98,541,3,,
822,3,20180615_204007,98,299,,,
822,4,20180615_204007,98,971,,,
822,5,20180615_204007,98,564,,,
822,6,20180615_204007,98,437,,,
822,7,20180615_204007,98,266,,,
823,1,20160814_153726,78,890,,,
824,1,20180602_210729,136,112,,,
824,2,20180602_210729,136,908,3,,
825,1,20180629_154853,109,975,,,
826,1,20180615_195505,9,516,2,,
826,2,20180615_195505,9,639,1,,
826,3,20180615_195505,9,540,1,,
826,4,20180615_195505,9,575,1,,
827,1,20150902_234934,85,154,3,,
827,2,20150902_234934,85,186,,,
827,3,20150902_234934,85,196,,,
827,4,20150902_234934,85,256,,,
827,5,20150902_234934,85,527,,,
827,6,20150902_234934,85,483,,,
827,7,20150902_234934,85,676,,,
827,8,20150902_234934,85,754,3,,
827,9,20150902_234934,85,702,,,
827,10,20150902_234934,85,789,,,
827,11,20150902_234934,85,852,,,
827,12,20150902_234934,85,825,,,
827,13,20150902_234934,85,837,,,
827,14,20150902_234934,85,650,4,,
827,15,20150902_234934,85,345,,,
827,16,20150902_234934,85,605,,,
827,17,20150902_234934,85,738,,,
827,18,20150902_234934,85,798,3,,
828,1,20160830_195001,120,75,,,
828,2,20160830_195001,120,99,,,
828,3,20160830_195001,120,159,,,
828,4,20160830_195001,120,246,,,
828,5,20160830_195001,120,290,,,
828,6,20160830_195001,120,309,2,,
828,7,20160830_195001,120,635,4,,
828,8,20160830_195001,120,666,3,,
828,9,20160830_195001,120,655,,,
828,10,20160830_195001,120,685,1,,
828,11,20160830_195001,120,753,,,
828,12,20160830_195001,120,829,2,,
828,13,20160830_195001,120,800,,,
828,14,20160830_195001,120,782,,,
829,1,20170702_165122,71,599,,,
830,1,20170714_155825,63,342,,,
830,2,20170714_155825,63,521,,,
830,3,20170714_155825,63,739,,,
830,4,20170714_155825,63,327,,,
830,5,20170714_155825,63,714,,,
831,1,20170730_163905,41,64,,,
831,2,20170730_163905,41,139,,,
831,3,20170730_163905,41,212,,,
831,4,20170730_163905,41,268,,,
831,5,20170730_163905,41,900,,,
831,6,20170730_163905,41,564,,,
831,7,20170730_163905,41,244,,,
831,8,20170730_163905,41,922,,,
832,1,20160815_205346,5,102,3,,
832,2,20160815_205346,5,578,,,
833,1,20180602_203228,16,287,,,
833,2,20180602_203228,16,469,3,,
833,3,20180602_203228,16,599,3,,
833,4,20180602_203228,16,526,,,
833,5,20180602_203228,16,684,,,
833,6,20180602_203228,16,835,,,
833,7,20180602_203228,16,787,,,
833,8,20180602_203228,16,542,,,
834,1,20170702_162120,94,18,,,
834,2,20170702_162120,94,394,,,
834,3,20170702_162120,94,682,,,
834,4,20170702_162120,94,676,,,
834,5,20170702_162120,94,771,1,,
835,1,20170730_165406,86,16,,,
835,2,20170730_165406,86,93,,,
835,3,20170730_165406,86,107,,,
835,4,20170730_165406,86,212,,,
835,5,20170730_165406,86,991,,,
836,1,20170730_172407,35,136,,,
836,2,20170730_172407,35,172,,,
836,3,20170730_172407,35,200,,,
836,4,20170730_172407,35,223,,,
836,5,20170730_172407,35,117,,,
836,6,20170730_172407,35,660,,,
836,7,20170730_172407,35,345,,,
836,8,20170730_172407,35,337,,,
836,9,20170730_172407,35,416,,,
836,10,20170730_172407,35,463,,,
836,11,20170730_172407,35,595,,,
836,12,20170730_172407,35,312,,,
836,13,20170730_172407,35,210,,,
836,14,20170730_172407,35,871,,,
837,1,20170715_130419,131,791,,,
837,2,20170715_130419,131,549,,,
837,3,20170715_130419,131,469,,,
837,4,20170715_130419,131,511,,,
837,5,20170715_130419,131,487,,,
837,6,20170715_130419,131,527,,,
838,1,20170702_170622,49,744,,,
838,2,20170702_170622,49,950,,,
839,1,20180615_194505,94,11,,,
839,2,20180615_194505,94,239,,,
839,3,20180615_194505,94,286,,,
839,4,20180615_194505,94,424,,,
839,5,20180615_194505,94,619,,,
839,6,20180615_194505,94,629,,,
839,7,20180615_194505,94,643,2,,
839,8,20180615_194505,94,669,2,,
839,9,20180615_194505,94,720,2,,
839,10,20180615_194505,94,754,,,
839,11,20180615_194505,94,773,,,
839,12,20180615_194505,94,847,,,
839,13,20180615_194505,94,856,,,
840,1,20180629_163355,84,506,,,
840,2,20180629_163355,84,577,,,
841,1,20150902_233934,140,358,2,,
841,2,20150902_233934,140,609,3,,
841,3,20150902_233934,140,193,,,
841,4,20150902_233934,140,266,2,,
841,5,20150902_233934,140,523,,,
841,6,20150902_233934,140,533,,,
841,7,20150902_233934,140,656,,,
841,8,20150902_233934,140,725,3,,
841,9,20150902_233934,140,860,,,
841,10,20150902_233934,140,904,,,
841,11,20150902_233934,140,871,,,
841,12,20150902_233934,140,701,,,
841,13,20150902_233934,140,822,3,,
841,14,20150902_233934,140,404,,,
841,15,20150902_233934,140,414,,,
841,16,20150902_233934,140,922,,,
841,17,20150902_233934,140,746,,,
841,18,20150902_233934,140,795,,,
841,19,20150902_233934,140,788,,,
841,20,20150902_233934,140,779,,,
841,21,20150902_233934,140,894,,,
841,22,20150902_233934,140,969,1,,
841,23,20150902_233934,140,912,,,
841,24,20150902_233934,140,681,,,
841,25,20150902_233934,140,764,,,
841,26,20150902_233934,140,716,1,,
842,1,20150902_233934,133,72,5,,
842,2,20150902_233934,133,170,,,
842,3,20150902_233934,133,237,,,
842,4,20150902_233934,133,285,,,
842,5,20150902_233934,133,316,,,
842,6,20150902_233934,133,302,,,
842,7,20150902_233934,133,562,,,
842,8,20150902_233934,133,518,2,,
842,9,20150902_233934,133,580,,,
842,10,20150902_233934,133,629,,,
842,11,20150902_233934,133,651,,,
842,12,20150902_233934,133,906,,,
842,13,20150902_233934,133,770,2,,
842,14,20150902_233934,133,356,,,
842,15,20150902_233934,133,336,,,
842,16,20150902_233934,133,709,3,,
842,17,20150902_233934,133,391,,,
843,1,20170715_123918,11,174,,,
844,1,20170715_123418,84,50,1,,
844,2,20170715_123418,84,104,1,,
844,3,20170715_123418,84,137,,,
844,4,20170715_123418,84,297,,,
844,5,20170715_123418,84,356,,,
845,1,20170715_123418,84,48,,,
845,2,20170715_123418,84,102,,,
845,3,20170715_123418,84,296,,,
845,4,20170715_123418,84,135,,,
845,5,20170715_123418,84,355,,,
846,1,20170715_122418,119,124,,,
846,2,20170715_122418,119,560,,,
847,1,20180615_194505,36,341,,,
847,2,20180615_194505,36,347,,,
847,3,20180615_194505,36,380,3,,
847,4,20180615_194505,36,391,2,,
847,5,20180615_194505,36,409,2,,
847,6,20180615_194505,36,586,,,
847,7,20180615_194505,36,629,,,
847,8,20180615_194505,36,913,,,
847,9,20180615_194505,36,17,,,
848,1,20180614_114846,100,24,,,
848,2,20180614_114846,100,48,,,
848,3,20180614_114846,100,73,,,
849,1,20160802_164440,8,220,,,
849,2,20160802_164440,8,233,,,
850,1,20180615_194505,134,343,2,,
850,2,20180615_194505,134,613,2,,
850,3,20180615_194505,134,590,4,,
850,4,20180615_194505,134,607,2,,
850,5,20180615_194505,134,623,1,,
850,6,20180615_194505,134,654,7,,
850,7,20180615_194505,134,477,,,
850,8,20180615_194505,134,679,,,
850,9,20180615_194505,134,701,3,,
850,10,20180615_194505,134,17,4,,
850,11,20180615_194505,134,37,2,,
851,1,20150927_135133,62,153,,,
851,2,20150927_135133,62,178,,,
851,3,20150927_135133,62,409,,,
851,4,20150927_135133,62,595,,,
851,5,20150927_135133,62,794,,,
851,6,20150927_135133,62,809,,,
851,7,20150927_135133,62,970,,,
851,8,20150927_135133,62,976,,,
851,9,20150927_135133,62,985,,,
852,1,20180602_212230,33,138,,,
852,2,20180602_212230,33,384,3,,
852,3,20180602_212230,33,837,3,,
853,1,20180602_204728,43,131,,,
853,2,20180602_204728,43,277,,,
853,3,20180602_204728,43,824,,,
853,4,20180602_204728,43,548,4,,
853,5,20180602_204728,43,470,3,,
853,6,20180602_204728,43,431,2,,
854,1,20160830_194001,32,106,,,
854,2,20160830_194001,32,24,,,
854,3,20160830_194001,32,135,,,
854,4,20160830_194001,32,530,,,
854,5,20160830_194001,32,724,5,,
854,6,20160830_194001,32,418,,,
854,7,20160830_194001,32,456,,,
854,8,20160830_194001,32,447,,,
854,9,20160830_194001,32,489,,,
854,10,20160830_194001,32,659,3,,
854,11,20160830_194001,32,607,6,,
854,12,20160830_194001,32,638,4,,
854,13,20160830_194001,32,629,,,
854,14,20160830_194001,32,55,,,
854,15,20160830_194001,32,689,,,
854,16,20160830_194001,32,709,,,
855,1,20180629_155353,117,335,,,
855,2,20180629_155353,117,7,,,
855,3,20180629_155353,117,413,,,
855,4,20180629_155353,117,457,,,
855,5,20180629_155353,117,59,,,
855,6,20180629_155353,117,987,,,
855,7,20180629_155353,117,908,,,
855,8,20180629_155353,117,890,,,
855,9,20180629_155353,117,898,,,
855,10,20180629_155353,117,79,,,
855,11,20180629_155353,117,732,,,
855,12,20180629_155353,117,386,,,
855,13,20180629_155353,117,252,,,
855,14,20180629_155353,117,222,,,
855,15,20180629_155353,117,369,,,
856,1,20170702_161120,118,293,,,
856,2,20170702_161120,118,121,,,
857,1,20180629_154353,124,741,,,
857,2,20180629_154353,124,452,,,
857,3,20180629_154353,124,68,,,
857,4,20180629_154353,124,364,,,
857,5,20180629_154353,124,115,,,
857,6,20180629_154353,124,556,1,,
857,7,20180629_154353,124,241,,,
858,1,20170730_171406,117,407,,,
858,2,20170730_171406,117,365,,,
858,3,20170730_171406,117,176,,,
858,4,20170730_171406,117,697,,,
858,5,20170730_171406,117,346,,,
859,1,20160802_162939,55,397,,,
859,2,20160802_162939,55,417,,,
860,1,20180602_212730,41,236,,,
860,2,20180602_212730,41,606,6,,
860,3,20180602_212730,41,813,5,,
860,4,20180602_212730,41,875,2,,
861,1,20160802_162439,28,695,,,
861,2,20160802_162439,28,498,,,
861,3,20160802_162439,28,707,,,
861,4,20160802_162439,28,832,,,
861,5,20160802_162439,28,844,,,
862,1,20180629_163355,56,40,,,
862,2,20180629_163355,56,88,,,
862,3,20180629_163355,56,313,,,
862,4,20180629_163355,56,233,,,
862,5,20180629_163355,56,192,1,,
862,6,20180629_163355,56,101,,,
862,7,20180629_163355,56,133,,,
863,1,20150927_142635,50,407,,,
863,2,20150927_142635,50,356,,,
863,3,20150927_142635,50,314,,,
863,4,20150927_142635,50,304,,,
863,5,20150927_142635,50,736,,,
864,1,20150902_230932,55,565,,,
864,2,20150902_230932,55,410,6,,
864,3,20150902_230932,55,27,5,,
864,4,20150902_230932,55,269,2,,
864,5,20150902_230932,55,42,,,
864,6,20150902_230932,55,15,,,
864,7,20150902_230932,55,154,,,
864,8,20150902_230932,55,6,,,
864,9,20150902_230932,55,133,,,
864,10,20150902_230932,55,181,,,
864,11,20150902_230932,55,436,,,
864,12,20150902_230932,55,678,,,
864,13,20150902_230932,55,454,,,
865,1,20150927_133633,122,77,,,
865,2,20150927_133633,122,149,,,
865,3,20150927_133633,122,285,,,
865,4,20150927_133633,122,326,,,
865,5,20150927_133633,122,385,,,
865,6,20150927_133633,122,593,,,
865,7,20150927_133633,122,419,,,
865,8,20150927_133633,122,352,,,
865,9,20150927_133633,122,345,,,
865,10,20150927_133633,122,742,,,
866,1,20150915_192835,29,52,,,
866,2,20150915_192835,29,183,,,
866,3,20150915_192835,29,212,,,
866,4,20150915_192835,29,418,,,
866,5,20150915_192835,29,243,2,,
866,6,20150915_192835,29,572,,,
866,7,20150915_192835,29,702,,,
866,8,20150915_192835,29,881,,,
866,9,20150915_192835,29,899,,,
866,10,20150915_192835,29,716,,,
866,11,20150915_192835,29,764,,,
866,12,20150915_192835,29,956,,,
866,13,20150915_192835,29,410,,,
866,14,20150915_192835,29,509,,,
867,1,20170715_130419,144,701,,,
867,2,20170715_130419,144,766,,,
867,3,20170715_130419,144,742,,,
867,4,20170715_130419,144,859,,,
867,5,20170715_130419,144,956,,,
867,6,20170715_130419,144,988,,,
867,7,20170715_130419,144,899,,,
867,8,20170715_130419,144,403,,,
868,1,20150902_234434,51,548,3,,
868,2,20150902_234434,51,896,3,,
868,3,20150902_234434,51,263,,,
868,4,20150902_234434,51,977,,,
868,5,20150902_234434,51,442,,,
869,1,20170714_154824,12,36,,,
869,2,20170714_154824,12,403,,,
869,3,20170714_154824,12,642,,,
869,4,20170714_154824,12,583,,,
870,1,20170702_170622,42,639,,,
871,1,20170730_163905,131,240,,,
871,2,20170730_163905,131,220,,,
871,3,20170730_163905,131,361,,,
871,4,20170730_163905,131,595,,,
872,1,20170714_153824,61,194,,,
872,2,20170714_153824,61,277,,,
872,3,20170714_153824,61,293,,,
872,4,20170714_153824,61,307,,,
872,5,20170714_153824,61,561,,,
873,1,20150927_142635,35,30,,,
873,2,20150927_142635,35,74,,,
873,3,20150927_142635,35,90,,,
873,4,20150927_142635,35,116,,,
873,5,20150927_142635,35,205,,,
873,6,20150927_142635,35,254,,,
873,7,20150927_142635,35,259,,,
873,8,20150927_142635,35,268,,,
873,9,20150927_142635,35,276,,,
873,10,20150927_142635,35,283,,,
873,11,20150927_142635,35,290,,,
873,12,20150927_142635,35,310,,,
874,1,20160815_211347,52,678,3,,
874,2,20160815_211347,52,690,2,,
875,1,20170730_165906,51,31,,,
875,2,20170730_165906,51,43,,,
875,3,20170730_165906,51,152,,,
875,4,20170730_165906,51,163,,,
875,5,20170730_165906,51,178,,,
875,6,20170730_165906,51,230,,,
875,7,20170730_165906,51,242,,,
875,8,20170730_165906,51,249,,,
875,9,20170730_165906,51,600,,,
875,10,20170730_165906,51,765,,,
