event,signal,date,second,milisecond,tweek signs,f_signs [kHz],f_min<2kHz
676,7,20160815_204346,19.pn,360,1,,
676,8,20160815_204346,19.pn,386,,,
676,9,20160815_204346,19.pn,491,1,,
676,10,20160815_204346,19.pn,577,,,
676,11,20160815_204346,19.pn,673,,,
676,12,20160815_204346,19.pn,805,,,
676,13,20160815_204346,19.pn,787,,,
676,14,20160815_204346,19.pn,829,1,,
676,15,20160815_204346,19.pn,844,,,
676,16,20160815_204346,19.pn,945,,,
677,1,20180602_203728,7.pn,205,,,
677,2,20180602_203728,7.pn,255,,,
677,3,20180602_203728,7.pn,552,3,,
677,4,20180602_203728,7.pn,599,2,,
677,5,20180602_203728,7.pn,625,2,,
677,6,20180602_203728,7.pn,660,3,,
677,7,20180602_203728,7.pn,695,2,,
677,8,20180602_203728,7.pn,763,2,,
677,9,20180602_203728,7.pn,804,2,,
677,10,20180602_203728,7.pn,863,,,
677,11,20180602_203728,7.pn,995,,,
678,1,20150915_191334,139.pn,100,,,
678,2,20150915_191334,139.pn,110,,,
678,3,20150915_191334,139.pn,424,,,
678,4,20150915_191334,139.pn,590,,,
678,5,20150915_191334,139.pn,909,,,
678,6,20150915_191334,139.pn,755,,,
679,1,20150914_132212,10.pn,662,,,
679,2,20150914_132212,10.pn,410,,,
679,3,20150914_132212,10.pn,52,,,
679,4,20150914_132212,10.pn,462,,,
679,5,20150914_132212,10.pn,812,,,
679,6,20150914_132212,10.pn,984,,,
680,1,20160814_153226,79.pn,650,,,
680,2,20160814_153226,79.pn,682,,,
681,1,20170714_154824,145.pn,474,,,
681,2,20170714_154824,145.pn,416,,,
681,3,20170714_154824,145.pn,175,,,
681,4,20170714_154824,145.pn,42,,,
682,1,20170714_152824,103.pn,59,,,
682,2,20170714_152824,103.pn,137,,,
682,3,20170714_152824,103.pn,631,,,
683,1,20170730_164905,22.pn,236,,,
683,2,20170730_164905,22.pn,306,,,
683,3,20170730_164905,22.pn,661,,,
683,4,20170730_164905,22.pn,527,,,
683,5,20170730_164905,22.pn,427,,,
683,6,20170730_164905,22.pn,434,,,
683,7,20170730_164905,22.pn,379,,,
683,8,20170730_164905,22.pn,760,,,
683,9,20170730_164905,22.pn,866,,,
683,10,20170730_164905,22.pn,783,,,
683,11,20170730_164905,22.pn,254,,,
684,1,20170702_161120,14.pn,522,,,
685,1,20150915_193835,132.pn,585,1,,
685,2,20150915_193835,132.pn,368,1,,
685,3,20150915_193835,132.pn,434,1,,
685,4,20150915_193835,132.pn,222,,,
685,5,20150915_193835,132.pn,235,,,
685,6,20150915_193835,132.pn,775,,,
685,7,20150915_193835,132.pn,649,,,
686,1,20160815_204846,57.pn,45,,,
686,2,20160815_204846,57.pn,102,,,
686,3,20160815_204846,57.pn,285,3,,
686,4,20160815_204846,57.pn,405,,,
686,5,20160815_204846,57.pn,492,,,
686,6,20160815_204846,57.pn,448,,,
687,1,20170702_162120,141.pn,925,,,
687,2,20170702_162120,141.pn,82,,,
688,1,20170730_171406,8.pn,34,,,
688,2,20170730_171406,8.pn,11,,,
688,3,20170730_171406,8.pn,893,,,
688,4,20170730_171406,8.pn,858,,,
688,5,20170730_171406,8.pn,574,,,
688,6,20170730_171406,8.pn,588,,,
688,7,20170730_171406,8.pn,415,,,
688,8,20170730_171406,8.pn,426,,,
688,9,20170730_171406,8.pn,404,,,
688,10,20170730_171406,8.pn,176,,,
688,11,20170730_171406,8.pn,247,,,
688,12,20170730_171406,8.pn,268,,,
688,13,20170730_171406,8.pn,279,,,
688,14,20170730_171406,8.pn,287,,,
688,15,20170730_171406,8.pn,346,,,
688,16,20170730_171406,8.pn,317,,,
688,17,20170730_171406,8.pn,809,,,
688,18,20170730_171406,8.pn,951,,,
688,19,20170730_171406,8.pn,773,,,
688,20,20170730_171406,8.pn,117,2,,
688,21,20170730_171406,8.pn,153,,,
689,1,20160830_192500,42.pn,148,,,
689,2,20160830_192500,42.pn,439,,,
689,3,20160830_192500,42.pn,519,,,
689,4,20160830_192500,42.pn,577,,,
689,5,20160830_192500,42.pn,667,,,
689,6,20160830_192500,42.pn,219,,,
689,7,20160830_192500,42.pn,792,,,
690,1,20150902_231933,80.pn,22,,,
690,2,20150902_231933,80.pn,299,,,
690,3,20150902_231933,80.pn,478,,,
690,4,20150902_231933,80.pn,501,2,,
690,5,20150902_231933,80.pn,730,,,
690,6,20150902_231933,80.pn,876,,,
690,7,20150902_231933,80.pn,865,,,
690,8,20150902_231933,80.pn,855,,,
690,9,20150902_231933,80.pn,830,,,
690,10,20150902_231933,80.pn,650,,,
690,11,20150902_231933,80.pn,144,,,
690,12,20150902_231933,80.pn,379,,,
690,13,20150902_231933,80.pn,777,,,
691,1,20160830_193501,10.pn,599,2,,
691,2,20160830_193501,10.pn,572,3,,
691,3,20160830_193501,10.pn,679,,,
691,4,20160830_193501,10.pn,537,3,,
692,1,20170702_161620,48.pn,720,,,
693,1,20150914_125211,55.pn,303,,,
693,2,20150914_125211,55.pn,799,,,
693,3,20150914_125211,55.pn,564,,,
693,4,20150914_125211,55.pn,595,,,
693,5,20150914_125211,55.pn,494,,,
693,6,20150914_125211,55.pn,427,,,
693,7,20150914_125211,55.pn,335,,,
693,8,20150914_125211,55.pn,210,,,
693,9,20150914_125211,55.pn,230,,,
693,10,20150914_125211,55.pn,640,,,
693,11,20150914_125211,55.pn,988,,,
693,12,20150914_125211,55.pn,968,,,
693,13,20150914_125211,55.pn,446,,,
694,1,20170702_163621,21.pn,799,,,
694,2,20170702_163621,21.pn,973,,,
695,1,20180602_203728,108.pn,67,,,
695,2,20180602_203728,108.pn,817,3,,
696,1,20180602_204728,135.pn,241,2,,
696,2,20180602_204728,135.pn,448,,,
696,3,20180602_204728,135.pn,513,,,
696,4,20180602_204728,135.pn,615,,,
696,5,20180602_204728,135.pn,853,,,
696,6,20180602_204728,135.pn,717,,,
696,7,20180602_204728,135.pn,961,,,
697,1,20160815_204846,15.pn,71,,,
697,2,20160815_204846,15.pn,126,,,
697,3,20160815_204846,15.pn,416,4,,
697,4,20160815_204846,15.pn,433,6,,
697,5,20160815_204846,15.pn,446,6,,
697,6,20160815_204846,15.pn,799,,,
698,1,20180629_161854,146.pn,66,,,
698,2,20180629_161854,146.pn,312,,,
698,3,20180629_161854,146.pn,293,,,
698,4,20180629_161854,146.pn,941,,,
698,5,20180629_161854,146.pn,986,,,
698,6,20180629_161854,146.pn,754,,,
698,7,20180629_161854,146.pn,781,,,
699,1,20180602_212230,118.pn,123,3,,
699,2,20180602_212230,118.pn,268,1,,
699,3,20180602_212230,118.pn,166,,,
700,1,20150915_185833,37.pn,81,,,
700,2,20150915_185833,37.pn,95,,,
700,3,20150915_185833,37.pn,557,,,
700,4,20150915_185833,37.pn,567,,,
700,5,20150915_185833,37.pn,611,,,
700,6,20150915_185833,37.pn,592,,,
700,7,20150915_185833,37.pn,586,,,
700,8,20150915_185833,37.pn,660,,,
700,9,20150915_185833,37.pn,694,,,
700,10,20150915_185833,37.pn,729,1,,
700,11,20150915_185833,37.pn,764,,,
700,12,20150915_185833,37.pn,858,,,
700,13,20150915_185833,37.pn,975,,,
700,14,20150915_185833,37.pn,289,1,,
701,1,20160830_190459,44.pn,983,,,
701,2,20160830_190459,44.pn,968,,,
701,3,20160830_190459,44.pn,58,,,
701,4,20160830_190459,44.pn,775,,,
701,5,20160830_190459,44.pn,384,,,
701,6,20160830_190459,44.pn,485,,,
701,7,20160830_190459,44.pn,367,,,
701,8,20160830_190459,44.pn,641,,,
701,9,20160830_190459,44.pn,49,,,
702,1,20160802_161439,81.pn,205,,,
703,1,20180629_163355,10.pn,855,,,
703,2,20180629_163355,10.pn,816,,,
703,3,20180629_163355,10.pn,797,,,
703,4,20180629_163355,10.pn,354,,,
703,5,20180629_163355,10.pn,972,,,
704,1,20160814_151225,75.pn,470,,,
704,2,20160814_151225,75.pn,628,,,
704,3,20160814_151225,75.pn,666,,,
704,4,20160814_151225,75.pn,675,,,
705,1,20150927_135133,65.pn,110,,,
705,2,20150927_135133,65.pn,238,,,
705,3,20150927_135133,65.pn,336,,,
705,4,20150927_135133,65.pn,525,,,
705,5,20150927_135133,65.pn,366,,,
705,6,20150927_135133,65.pn,596,,,
705,7,20150927_135133,65.pn,704,,,
705,8,20150927_135133,65.pn,626,,,
705,9,20150927_135133,65.pn,378,,,
705,10,20150927_135133,65.pn,405,,,
705,11,20150927_135133,65.pn,846,,,
706,1,20170714_155825,141.pn,43,,,
706,2,20170714_155825,141.pn,594,,,
706,3,20170714_155825,141.pn,669,,,
706,4,20170714_155825,141.pn,681,,,
707,1,20180615_200005,30.pn,804,3,,
707,2,20180615_200005,30.pn,876,,,
707,3,20180615_200005,30.pn,303,,,
707,4,20180615_200005,30.pn,827,,,
707,5,20180615_200005,30.pn,844,,,
707,6,20180615_200005,30.pn,668,,,
707,7,20180615_200005,30.pn,172,,,
708,1,20160802_164940,129.pn,385,,,
708,2,20160802_164940,129.pn,616,,,
708,3,20160802_164940,129.pn,744,,,
708,4,20160802_164940,129.pn,668,,,
708,5,20160802_164940,129.pn,647,,,
709,1,20150902_231933,102.pn,105,4,,
709,2,20150902_231933,102.pn,135,4,,
709,3,20150902_231933,102.pn,158,,,
709,4,20150902_231933,102.pn,194,4,,
709,5,20150902_231933,102.pn,246,,,
709,6,20150902_231933,102.pn,966,,,
709,7,20150902_231933,102.pn,864,,,
709,8,20150902_231933,102.pn,814,,,
709,9,20150902_231933,102.pn,787,,,
709,10,20150902_231933,102.pn,417,,,
710,1,20170714_155825,141.pn,43,,,
710,2,20170714_155825,141.pn,594,,,
710,3,20170714_155825,141.pn,681,,,
710,4,20170714_155825,141.pn,669,,,
710,5,20170714_155825,141.pn,703,,,
710,6,20170714_155825,141.pn,625,,,
710,7,20170714_155825,141.pn,74,,,
710,8,20170714_155825,141.pn,81,,,
711,1,20150914_125711,1.pn,104,,,
711,2,20150914_125711,1.pn,212,,,
711,3,20150914_125711,1.pn,614,,,
711,4,20150914_125711,1.pn,741,,,
711,5,20150914_125711,1.pn,844,,,
711,6,20150914_125711,1.pn,504,,,
711,7,20150914_125711,1.pn,574,,,
711,8,20150914_125711,1.pn,554,,,
711,9,20150914_125711,1.pn,309,,,
711,10,20150914_125711,1.pn,138,,,
711,11,20150914_125711,1.pn,121,,,
711,12,20150914_125711,1.pn,465,,,
711,13,20150914_125711,1.pn,394,,,
711,14,20150914_125711,1.pn,442,,,
711,15,20150914_125711,1.pn,651,,,
711,16,20150914_125711,1.pn,989,,,
712,1,20170715_121417,52.pn,724,,,
713,1,20160802_162439,33.pn,758,,,
714,1,20160815_205346,94.pn,199,3,,
714,2,20160815_205346,94.pn,225,,,
714,3,20160815_205346,94.pn,236,,,
714,4,20160815_205346,94.pn,489,,,
715,1,20180615_195005,66.pn,510,3,,
715,2,20180615_195005,66.pn,523,,,
715,3,20180615_195005,66.pn,852,,,
716,1,20180629_160854,116.pn,788,,,
717,1,20180629_162355,61.pn,648,1,,
717,2,20180629_162355,61.pn,390,1,,
717,3,20180629_162355,61.pn,500,1,,
718,1,20160815_205346,42.pn,60,3,,
718,2,20160815_205346,42.pn,935,,,
719,1,20170702_164121,52.pn,407,,,
719,2,20170702_164121,52.pn,438,,,
719,3,20170702_164121,52.pn,71,,,
719,4,20170702_164121,52.pn,460,,,
719,5,20170702_164121,52.pn,474,,,
719,6,20170702_164121,52.pn,508,,,
719,7,20170702_164121,52.pn,514,,,
719,8,20170702_164121,52.pn,575,,,
719,9,20170702_164121,52.pn,640,,,
719,10,20170702_164121,52.pn,673,,,
719,11,20170702_164121,52.pn,743,,,
720,1,20160802_155938,84.pn,168,,,
721,1,20150914_130712,12.pn,57,,,
721,2,20150914_130712,12.pn,79,,,
721,3,20150914_130712,12.pn,888,,,
722,1,20170730_164405,104.pn,72,,,
722,2,20170730_164405,104.pn,109,,,
722,3,20170730_164405,104.pn,134,,,
722,4,20170730_164405,104.pn,339,,,
722,5,20170730_164405,104.pn,353,,,
722,6,20170730_164405,104.pn,303,,,
722,7,20170730_164405,104.pn,321,,,
722,8,20170730_164405,104.pn,682,,,
722,9,20170730_164405,104.pn,753,,,
722,10,20170730_164405,104.pn,827,,,
722,11,20170730_164405,104.pn,887,,,
722,12,20170730_164405,104.pn,900,,,
722,13,20170730_164405,104.pn,986,,,
722,14,20170730_164405,104.pn,387,,,
723,1,20170714_160825,127.pn,883,,,
723,2,20170714_160825,127.pn,933,,,
723,3,20170714_160825,127.pn,526,,,
723,4,20170714_160825,127.pn,360,,,
723,5,20170714_160825,127.pn,782,,,
724,1,20150927_141134,25.pn,152,,,
724,2,20150927_141134,25.pn,248,,,
724,3,20150927_141134,25.pn,173,,,
724,4,20150927_141134,25.pn,515,,,
724,5,20150927_141134,25.pn,621,,,
724,6,20150927_141134,25.pn,874,,,
724,7,20150927_141134,25.pn,287,,,
724,8,20150927_141134,25.pn,415,,,
724,9,20150927_141134,25.pn,349,,,
724,10,20150927_141134,25.pn,193,,,
725,1,20170715_130419,15.pn,773,,,
725,2,20170715_130419,15.pn,749,1,,
725,3,20170715_130419,15.pn,490,,,
726,1,20170702_164121,17.pn,271,,,
727,1,20170702_165122,71.pn,601,,,
728,1,20160830_193000,131.pn,463,,,
728,2,20160830_193000,131.pn,605,3,,
728,3,20160830_193000,131.pn,649,,,
728,4,20160830_193000,131.pn,837,3,,
728,5,20160830_193000,131.pn,911,2,,
728,6,20160830_193000,131.pn,968,2,,
729,1,20160815_205846,42.pn,828,4,,
729,2,20160815_205846,42.pn,988,6,,
729,3,20160815_205846,42.pn,806,5,,
729,4,20160815_205846,42.pn,175,,,
729,5,20160815_205846,42.pn,449,2,,
730,1,20160815_204846,136.pn,3,,,
730,2,20160815_204846,136.pn,58,,,
730,3,20160815_204846,136.pn,66,,,
730,4,20160815_204846,136.pn,532,,,
731,1,20170714_155325,38.pn,424,,,
731,2,20170714_155325,38.pn,473,2,,
732,1,20180602_204728,22.pn,436,3,,
732,2,20180602_204728,22.pn,189,1,,
732,3,20180602_204728,22.pn,503,3,,
732,4,20180602_204728,22.pn,516,3,,
733,1,20150927_140634,41.pn,275,,,
733,2,20150927_140634,41.pn,283,,,
733,3,20150927_140634,41.pn,329,,,
733,4,20150927_140634,41.pn,369,,,
733,5,20150927_140634,41.pn,419,,,
733,6,20150927_140634,41.pn,429,,,
733,7,20150927_140634,41.pn,658,,,
733,8,20150927_140634,41.pn,789,,,
734,1,20180602_210729,15.pn,454,,,
734,2,20180602_210729,15.pn,479,,,
734,3,20180602_210729,15.pn,825,,,
734,4,20180602_210729,15.pn,689,,,
734,5,20180602_210729,15.pn,717,,,
734,6,20180602_210729,15.pn,262,,,
734,7,20180602_210729,15.pn,866,,,
734,8,20180602_210729,15.pn,892,,,
734,9,20180602_210729,15.pn,899,,,
734,10,20180602_210729,15.pn,908,2,,
734,11,20180602_210729,15.pn,921,1,,
735,1,20160830_194001,108.pn,680,,,
735,2,20160830_194001,108.pn,411,,,
735,3,20160830_194001,108.pn,302,2,,
735,4,20160830_194001,108.pn,478,,,
735,5,20160830_194001,108.pn,281,,,
735,6,20160830_194001,108.pn,526,,,
735,7,20160830_194001,108.pn,318,,,
735,8,20160830_194001,108.pn,335,,,
735,9,20160830_194001,108.pn,591,,,
736,1,20160830_193501,134.pn,650,3,,
736,2,20160830_193501,134.pn,697,,,
736,3,20160830_193501,134.pn,724,,,
736,4,20160830_193501,134.pn,733,2,,
736,5,20160830_193501,134.pn,741,,,
736,6,20160830_193501,134.pn,760,,,
736,7,20160830_193501,134.pn,870,,,
736,8,20160830_193501,134.pn,795,2,,
736,9,20160830_193501,134.pn,780,2,,
736,10,20160830_193501,134.pn,814,,,
736,11,20160830_193501,134.pn,970,,,
736,12,20160830_193501,134.pn,930,1,,
736,13,20160830_193501,134.pn,953,2,,
736,14,20160830_193501,134.pn,895,,,
736,15,20160830_193501,134.pn,995,,,
736,16,20160830_193501,134.pn,55,,,
737,1,20150902_232933,112.pn,148,,,
737,2,20150902_232933,112.pn,432,,,
737,3,20150902_232933,112.pn,321,,,
737,4,20150902_232933,112.pn,299,,,
737,5,20150902_232933,112.pn,516,,,
737,6,20150902_232933,112.pn,620,2,,
737,7,20150902_232933,112.pn,637,3,,
737,8,20150902_232933,112.pn,649,,,
737,9,20150902_232933,112.pn,671,,,
737,10,20150902_232933,112.pn,743,,,
737,11,20150902_232933,112.pn,754,,,
737,12,20150902_232933,112.pn,854,,,
737,13,20150902_232933,112.pn,875,,,
737,14,20150902_232933,112.pn,928,,,
737,15,20150902_232933,112.pn,988,,,
738,1,20170715_121417,52.pn,723,,,
738,2,20170715_121417,52.pn,788,,,
738,3,20170715_121417,52.pn,744,,,
739,1,20170702_164121,43.pn,91,,,
739,2,20170702_164121,43.pn,938,,,
740,1,20160830_192500,125.pn,293,3,,
740,2,20160830_192500,125.pn,331,2,,
740,3,20160830_192500,125.pn,345,4,,
740,4,20160830_192500,125.pn,649,1,,
740,5,20160830_192500,125.pn,565,,,
740,6,20160830_192500,125.pn,479,,,
740,7,20160830_192500,125.pn,496,,,
740,8,20160830_192500,125.pn,30,,,
741,1,20170715_125419,8.pn,136,2,,
741,2,20170715_125419,8.pn,191,,,
741,3,20170715_125419,8.pn,212,,,
741,4,20170715_125419,8.pn,754,,,
741,5,20170715_125419,8.pn,967,,,
741,6,20170715_125419,8.pn,994,,,
742,1,20180602_211229,145.pn,334,3,,
742,2,20180602_211229,145.pn,559,,,
742,3,20180602_211229,145.pn,523,,,
742,4,20180602_211229,145.pn,415,3,,
742,5,20180602_211229,145.pn,429,,,
742,6,20180602_211229,145.pn,972,,,
742,7,20180602_211229,145.pn,925,4,,
742,8,20180602_211229,145.pn,805,,,
742,9,20180602_211229,145.pn,177,,,
742,10,20180602_211229,145.pn,458,,,
743,1,20160830_194501,68.pn,725,,,
743,2,20160830_194501,68.pn,134,,,
743,3,20160830_194501,68.pn,564,,,
743,4,20160830_194501,68.pn,191,,,
743,5,20160830_194501,68.pn,462,,,
743,6,20160830_194501,68.pn,263,,,
743,7,20160830_194501,68.pn,351,,,
743,8,20160830_194501,68.pn,333,,,
743,9,20160830_194501,68.pn,320,,,
744,1,20180602_212730,35.pn,548,3,,
744,2,20180602_212730,35.pn,617,3,,
744,3,20180602_212730,35.pn,700,3,,
744,4,20180602_212730,35.pn,745,3,,
745,1,20150927_141634,14.pn,915,1,,
745,2,20150927_141634,14.pn,510,,,
745,3,20150927_141634,14.pn,516,,,
745,4,20150927_141634,14.pn,619,5,,
745,5,20150927_141634,14.pn,761,3,,
745,6,20150927_141634,14.pn,988,3,,
746,1,20180614_115846,14.pn,173,,,
746,2,20180614_115846,14.pn,520,,,
746,3,20180614_115846,14.pn,694,,,
746,4,20180614_115846,14.pn,736,,,
746,5,20180614_115846,14.pn,926,,,
747,1,20180615_194505,67.pn,104,,,
747,2,20180615_194505,67.pn,122,,,
747,3,20180615_194505,67.pn,442,,,
747,4,20180615_194505,67.pn,493,,,
747,5,20180615_194505,67.pn,815,,,
747,6,20180615_194505,67.pn,881,1,,
747,7,20180615_194505,67.pn,995,1,,
747,8,20180615_194505,67.pn,923,,,
747,9,20180615_194505,67.pn,929,,,
747,10,20180615_194505,67.pn,232,,,
748,1,20170714_153324,60.pn,504,,,
749,1,20150915_185833,22.pn,23,,,
749,2,20150915_185833,22.pn,171,,,
749,3,20150915_185833,22.pn,253,,,
749,4,20150915_185833,22.pn,695,,,
749,5,20150915_185833,22.pn,928,,,
749,6,20150915_185833,22.pn,821,,,
750,1,20180602_212230,71.pn,53,,,
750,2,20180602_212230,71.pn,80,,,
750,3,20180602_212230,71.pn,903,,,
750,4,20180602_212230,71.pn,930,,,
750,5,20180602_212230,71.pn,871,3,,
750,6,20180602_212230,71.pn,752,2,,
750,7,20180602_212230,71.pn,626,,,
750,8,20180602_212230,71.pn,300,,,
750,9,20180602_212230,71.pn,575,,,
750,10,20180602_212230,71.pn,399,,,
750,11,20180602_212230,71.pn,544,,,
751,1,20150914_130712,131.pn,397,,,
751,2,20150914_130712,131.pn,410,,,
751,3,20150914_130712,131.pn,684,,,
751,4,20150914_130712,131.pn,424,,,
752,1,20170714_153824,130.pn,102,,,
752,2,20170714_153824,130.pn,143,,,
752,3,20170714_153824,130.pn,125,,,
752,4,20170714_153824,130.pn,132,,,
752,5,20170714_153824,130.pn,666,1,,
753,1,20170715_123918,67.pn,992,,,
754,1,20160815_212348,21.pn,261,,,
754,2,20160815_212348,21.pn,275,3,,
754,3,20160815_212348,21.pn,293,3,,
754,4,20160815_212348,21.pn,382,,,
754,5,20160815_212348,21.pn,538,,,
754,6,20160815_212348,21.pn,691,1,,
754,7,20160815_212348,21.pn,598,,,
755,1,20160814_151726,74.pn,930,,,
755,2,20160814_151726,74.pn,540,3,,
755,3,20160814_151726,74.pn,952,1,,
756,1,20180615_200005,93.pn,510,3,,
756,2,20180615_200005,93.pn,541,3,,
756,3,20180615_200005,93.pn,914,,,
756,4,20180615_200005,93.pn,37,1,,
756,5,20180615_200005,93.pn,595,3,,
756,6,20180615_200005,93.pn,195,2,,
757,1,20160814_152726,110.pn,950,,,
757,2,20160814_152726,110.pn,816,,,
758,1,20160815_211347,142.pn,688,,,
758,2,20160815_211347,142.pn,706,,,
758,3,20160815_211347,142.pn,197,2,,
759,1,20170714_160325,50.pn,106,,,
760,1,20160830_195502,16.pn,692,3,,
760,2,20160830_195502,16.pn,759,,,
760,3,20160830_195502,16.pn,787,,,
760,4,20160830_195502,16.pn,831,4,,
760,5,20160830_195502,16.pn,855,2,,
760,6,20160830_195502,16.pn,615,1,,
760,7,20160830_195502,16.pn,545,1,,
760,8,20160830_195502,16.pn,482,1,,
760,9,20160830_195502,16.pn,175,2,,
760,10,20160830_195502,16.pn,141,2,,
761,1,20160802_160438,75.pn,783,,,
761,2,20160802_160438,75.pn,577,,,
761,3,20160802_160438,75.pn,590,,,
761,4,20160802_160438,75.pn,757,,,
763,1,20170715_123418,48.pn,89,,,
763,2,20170715_123418,48.pn,7,,,
763,3,20170715_123418,48.pn,174,,,
764,1,20180629_161854,109.pn,651,,,
764,2,20180629_161854,109.pn,968,,,
765,1,20180615_202506,89.pn,11,,,
765,2,20180615_202506,89.pn,135,,,
765,3,20180615_202506,89.pn,248,3,,
765,4,20180615_202506,89.pn,307,2,,
765,5,20180615_202506,89.pn,346,2,,
765,6,20180615_202506,89.pn,390,,,
765,7,20180615_202506,89.pn,404,2,,
765,8,20180615_202506,89.pn,791,3,,
765,9,20180615_202506,89.pn,554,,,
765,10,20180615_202506,89.pn,622,,,
766,1,20150902_232933,59.pn,819,,,
766,2,20150902_232933,59.pn,942,,,
766,3,20150902_232933,59.pn,626,3,,
766,4,20150902_232933,59.pn,574,3,,
766,5,20150902_232933,59.pn,548,3,,
766,6,20150902_232933,59.pn,532,3,,
766,7,20150902_232933,59.pn,425,,,
766,8,20150902_232933,59.pn,328,3,,
766,9,20150902_232933,59.pn,215,,,
766,10,20150902_232933,59.pn,253,2,,
766,11,20150902_232933,59.pn,184,1,,
766,12,20150902_232933,59.pn,729,,,
766,13,20150902_232933,59.pn,968,,,
766,14,20150902_232933,59.pn,481,,,
766,15,20150902_232933,59.pn,23,,,
767,1,20150927_142135,89.pn,22,,,
767,2,20150927_142135,89.pn,37,,,
767,3,20150927_142135,89.pn,71,,,
767,4,20150927_142135,89.pn,96,,,
767,5,20150927_142135,89.pn,240,,,
767,6,20150927_142135,89.pn,259,,,
767,7,20150927_142135,89.pn,811,,,
767,8,20150927_142135,89.pn,272,,,
768,1,20160814_151726,121.pn,710,,,
768,2,20160814_151726,121.pn,740,,,
768,3,20160814_151726,121.pn,756,,,
768,4,20160814_151726,121.pn,820,,,
769,1,20160814_145725,26.pn,548,,,
769,2,20160814_145725,26.pn,116,,,
769,3,20160814_145725,26.pn,581,,,
769,4,20160814_145725,26.pn,533,,,
770,1,20180614_115346,58.pn,574,,,
770,2,20180614_115346,58.pn,227,,,
770,3,20180614_115346,58.pn,922,,,
770,4,20180614_115346,58.pn,409,,,
771,1,20160815_204846,136.pn,4,,,
771,2,20160815_204846,136.pn,231,,,
771,3,20160815_204846,136.pn,887,,,
771,4,20160815_204846,136.pn,531,,,
771,5,20160815_204846,136.pn,569,,,
771,6,20160815_204846,136.pn,56,4,,
771,7,20160815_204846,136.pn,68,,,
772,1,20150902_235435,142.pn,222,3,,
772,2,20150902_235435,142.pn,208,2,,
772,3,20150902_235435,142.pn,251,3,,
772,4,20150902_235435,142.pn,259,3,,
772,5,20150902_235435,142.pn,365,2,,
772,6,20150902_235435,142.pn,793,,,
772,7,20150902_235435,142.pn,113,,,
773,1,20170714_152824,87.pn,400,,,
773,2,20170714_152824,87.pn,18,,,
773,3,20170714_152824,87.pn,571,,,
773,4,20170714_152824,87.pn,653,,,
773,5,20170714_152824,87.pn,460,,,
773,6,20170714_152824,87.pn,423,,,
773,7,20170714_152824,87.pn,66,,,
773,8,20170714_152824,87.pn,674,,,
773,9,20170714_152824,87.pn,967,,,
773,10,20170714_152824,87.pn,627,,,
773,11,20170714_152824,87.pn,801,,,
773,12,20170714_152824,87.pn,884,,,
774,1,20160815_212348,27.pn,157,,,
774,2,20160815_212348,27.pn,228,,,
774,3,20160815_212348,27.pn,253,,,
774,4,20160815_212348,27.pn,261,,,
774,5,20160815_212348,27.pn,271,,,
774,6,20160815_212348,27.pn,282,,,
774,7,20160815_212348,27.pn,386,,,
775,1,20160815_203345,56.pn,618,,,
775,2,20160815_203345,56.pn,502,,,
775,3,20160815_203345,56.pn,413,,,
775,4,20160815_203345,56.pn,450,,,
775,5,20160815_203345,56.pn,300,,,
775,6,20160815_203345,56.pn,186,,,
775,7,20160815_203345,56.pn,57,,,
775,8,20160815_203345,56.pn,18,,,
775,9,20160815_203345,56.pn,90,,,
775,10,20160815_203345,56.pn,111,,,
775,11,20160815_203345,56.pn,132,,,
776,1,20180615_194505,67.pn,103,,,
776,2,20180615_194505,67.pn,120,,,
776,3,20180615_194505,67.pn,142,,,
776,4,20180615_194505,67.pn,171,,,
776,5,20180615_194505,67.pn,231,,,
776,6,20180615_194505,67.pn,302,,,
776,7,20180615_194505,67.pn,254,,,
776,8,20180615_194505,67.pn,442,,,
776,9,20180615_194505,67.pn,494,,,
776,10,20180615_194505,67.pn,821,1,,
776,11,20180615_194505,67.pn,884,1,,
776,12,20180615_194505,67.pn,923,,,
776,13,20180615_194505,67.pn,931,,,
776,14,20180615_194505,67.pn,995,,,
777,1,20180629_161854,73.pn,319,,,
777,2,20180629_161854,73.pn,300,,,
777,3,20180629_161854,73.pn,288,,,
777,4,20180629_161854,73.pn,281,,,
778,1,20150915_184833,57.pn,7,,,
778,2,20150915_184833,57.pn,130,,,
778,3,20150915_184833,57.pn,153,,,
778,4,20150915_184833,57.pn,160,,,
778,5,20150915_184833,57.pn,231,,,
778,6,20150915_184833,57.pn,519,,,
778,7,20150915_184833,57.pn,736,,,
778,8,20150915_184833,57.pn,774,,,
778,9,20150915_184833,57.pn,808,,,
778,10,20150915_184833,57.pn,405,,,
778,11,20150915_184833,57.pn,470,,,
778,12,20150915_184833,57.pn,365,,,
779,1,20170702_170122,9.pn,242,,,
779,2,20170702_170122,9.pn,462,,,
779,3,20170702_170122,9.pn,575,,,
780,1,20180615_202006,27.pn,51,4,,
780,2,20180615_202006,27.pn,111,4,,
780,3,20180615_202006,27.pn,498,,,
780,4,20180615_202006,27.pn,526,,,
780,5,20180615_202006,27.pn,555,,,
780,6,20180615_202006,27.pn,611,,,
780,7,20180615_202006,27.pn,854,,,
780,8,20180615_202006,27.pn,960,,,
780,9,20180615_202006,27.pn,973,3,,
780,10,20180615_202006,27.pn,138,,,
780,11,20180615_202006,27.pn,211,,,
