image,xmin,ymin,xmax,ymax,label
ch1_20160815_212348_074_s21.png,410,0,423,162,Blesk s chvostíkom
ch1_20160815_212348_074_s21.png,536,0,551,162,Blesk
ch1_20160815_212348_074_s21.png,760,0,769,162,Blesk
ch1_20160815_212348_074_s21.png,975,0,990,162,Blesk s chvostíkom
ch1_20160815_212348_074_s21.png,839,0,859,162,Blesk
ch1_20160814_151726_036_s74.png,1318,0,1325,162,Blesk
ch1_20160814_151726_036_s74.png,763,0,773,162,Blesk s chvostíkom
ch1_20160814_151726_036_s74.png,1348,0,1356,162,Blesk s chvostíkom
ch1_20180615_200005_654_s93.png,706,0,745,162,Blesk s chvostíkom
ch1_20180615_200005_654_s93.png,756,0,782,162,Blesk s chvostíkom
ch1_20180615_200005_654_s93.png,1291,0,1306,162,Blesk
ch1_20180615_200005_654_s93.png,41,0,63,162,Blesk s chvostíkom
ch1_20180615_200005_654_s93.png,833,0,859,162,Blesk s chvostíkom
ch1_20180615_200005_654_s93.png,260,0,293,162,Blesk s chvostíkom
ch1_20160814_152726_476_s110.png,1345,0,1355,162,Blesk
ch1_20160814_152726_476_s110.png,1153,0,1166,162,Blesk
ch1_20160815_211347_625_s142.png,969,0,986,162,Blesk
ch1_20160815_211347_625_s142.png,993,0,1013,162,Blesk
ch1_20160815_211347_625_s142.png,270,0,292,162,Blesk s chvostíkom
ch1_20170714_160325_604_s50.png,142,0,159,162,Blesk
ch1_20160830_195502_059_s16.png,973,0,995,162,Blesk s chvostíkom
ch1_20160830_195502_059_s16.png,1070,0,1087,162,Blesk
ch1_20160830_195502_059_s16.png,1112,0,1124,162,Blesk
ch1_20160830_195502_059_s16.png,1170,0,1191,162,Blesk s chvostíkom
ch1_20160830_195502_059_s16.png,1205,0,1224,162,Blesk s chvostíkom
ch1_20160830_195502_059_s16.png,863,0,885,162,Blesk s chvostíkom
ch1_20160830_195502_059_s16.png,764,0,784,162,Blesk s chvostíkom
ch1_20160830_195502_059_s16.png,674,0,695,162,Blesk s chvostíkom
ch1_20160830_195502_059_s16.png,238,0,260,162,Blesk s chvostíkom
ch1_20160830_195502_059_s16.png,192,0,209,162,Blesk s chvostíkom
ch1_20160802_160438_660_s75.png,1108,0,1118,162,Blesk
ch1_20160802_160438_660_s75.png,816,0,823,162,Blesk
ch1_20160802_160438_660_s75.png,834,0,843,162,Blesk
ch1_20160802_160438_660_s75.png,1069,0,1083,162,Blesk
ch1_20170715_123418_570_s48.png,119,0,134,162,Blesk
ch1_20170715_123418_570_s48.png,4,0,16,162,Blesk
ch1_20170715_123418_570_s48.png,240,0,256,162,Blesk
ch1_20180629_161854_877_s109.png,920,0,929,162,Blesk
ch1_20180629_161854_877_s109.png,1366,0,1384,162,Blesk
ch1_20180615_202506_686_s89.png,11,0,20,162,Blesk
ch1_20180615_202506_686_s89.png,187,0,198,162,Blesk
ch1_20180615_202506_686_s89.png,339,0,366,162,Blesk s chvostíkom
ch1_20180615_202506_686_s89.png,424,0,449,162,Blesk s chvostíkom
ch1_20180615_202506_686_s89.png,478,0,506,162,Blesk s chvostíkom
ch1_20180615_202506_686_s89.png,549,0,560,162,Blesk
ch1_20180615_202506_686_s89.png,563,0,584,162,Blesk s chvostíkom
ch1_20180615_202506_686_s89.png,1112,0,1137,162,Blesk s chvostíkom
ch1_20180615_202506_686_s89.png,782,0,793,162,Blesk
ch1_20180615_202506_686_s89.png,874,0,894,162,Blesk
ch1_20150902_232933_901_s59.png,1153,0,1175,162,Blesk
ch1_20150902_232933_901_s59.png,1327,0,1349,162,Blesk
ch1_20150902_232933_901_s59.png,872,0,909,162,Blesk s chvostíkom
ch1_20150902_232933_901_s59.png,800,0,832,162,Blesk s chvostíkom
ch1_20150902_232933_901_s59.png,766,0,793,162,Blesk s chvostíkom
ch1_20150902_232933_901_s59.png,744,0,767,162,Blesk s chvostíkom
ch1_20150902_232933_901_s59.png,592,0,616,162,Blesk
ch1_20150902_232933_901_s59.png,448,0,484,162,Blesk s chvostíkom
ch1_20150902_232933_901_s59.png,295,0,317,162,Blesk
ch1_20150902_232933_901_s59.png,343,0,375,162,Blesk s chvostíkom
ch1_20150902_232933_901_s59.png,249,0,274,162,Blesk s chvostíkom
ch1_20150902_232933_901_s59.png,1027,0,1046,162,Blesk
ch1_20150902_232933_901_s59.png,1364,0,1388,162,Blesk
ch1_20150902_232933_901_s59.png,672,0,694,162,Blesk
ch1_20150902_232933_901_s59.png,24,0,41,162,Blesk
ch1_20150927_142135_218_s89.png,28,0,34,162,Blesk
ch1_20150927_142135_218_s89.png,48,0,56,162,Blesk
ch1_20150927_142135_218_s89.png,97,0,106,162,Blesk
ch1_20150927_142135_218_s89.png,132,0,141,162,Blesk
ch1_20150927_142135_218_s89.png,335,0,348,162,Blesk
ch1_20150927_142135_218_s89.png,362,0,373,162,Blesk
ch1_20150927_142135_218_s89.png,1148,0,1158,162,Blesk
ch1_20150927_142135_218_s89.png,382,0,391,162,Blesk
ch1_20160814_151726_036_s121.png,1003,0,1014,162,Blesk
ch1_20160814_151726_036_s121.png,1041,0,1063,162,Blesk
ch1_20160814_151726_036_s121.png,1066,0,1081,162,Blesk
ch1_20160814_151726_036_s121.png,1158,0,1173,162,Blesk
ch1_20160814_145725_103_s26.png,772,0,787,162,Blesk
ch1_20160814_145725_103_s26.png,157,0,172,162,Blesk
ch1_20160814_145725_103_s26.png,821,0,830,162,Blesk
ch1_20160814_145725_103_s26.png,749,0,766,162,Blesk
ch1_20180614_115346_659_s58.png,808,0,823,162,Blesk
ch1_20180614_115346_659_s58.png,314,0,330,162,Blesk
ch1_20180614_115346_659_s58.png,1301,0,1318,162,Blesk
ch1_20180614_115346_659_s58.png,574,0,590,162,Blesk
ch1_20160815_204846_498_s136.png,1,0,10,162,Blesk
ch1_20160815_204846_498_s136.png,323,0,334,162,Blesk
ch1_20160815_204846_498_s136.png,1256,0,1264,162,Blesk
ch1_20160815_204846_498_s136.png,750,0,759,162,Blesk
ch1_20160815_204846_498_s136.png,803,0,814,162,Blesk
ch1_20160815_204846_498_s136.png,72,0,88,162,Blesk s chvostíkom
ch1_20160815_204846_498_s136.png,92,0,100,162,Blesk
ch1_20150902_235435_039_s142.png,307,0,325,162,Blesk s chvostíkom
ch1_20150902_235435_039_s142.png,287,0,306,162,Blesk s chvostíkom
ch1_20150902_235435_039_s142.png,350,0,362,162,Blesk s chvostíkom
ch1_20150902_235435_039_s142.png,359,0,379,162,Blesk s chvostíkom
ch1_20150902_235435_039_s142.png,510,0,528,162,Blesk s chvostíkom
ch1_20150902_235435_039_s142.png,1117,0,1136,162,Blesk
ch1_20150902_235435_039_s142.png,150,0,172,162,Blesk
ch1_20170714_152824_067_s87.png,564,0,574,162,Blesk
ch1_20170714_152824_067_s87.png,20,0,30,162,Blesk
ch1_20170714_152824_067_s87.png,806,0,816,162,Blesk
ch1_20170714_152824_067_s87.png,923,0,933,162,Blesk
ch1_20170714_152824_067_s87.png,649,0,659,162,Blesk
ch1_20170714_152824_067_s87.png,596,0,605,162,Blesk
ch1_20170714_152824_067_s87.png,89,0,98,162,Blesk
ch1_20170714_152824_067_s87.png,953,0,963,162,Blesk
ch1_20170714_152824_067_s87.png,1369,0,1379,162,Blesk
ch1_20170714_152824_067_s87.png,887,0,896,162,Blesk
ch1_20170714_152824_067_s87.png,1133,0,1143,162,Blesk
ch1_20170714_152824_067_s87.png,1252,0,1262,162,Blesk
ch1_20160815_212348_074_s27.png,216,0,231,162,Blesk
ch1_20160815_212348_074_s27.png,316,0,331,162,Blesk
ch1_20160815_212348_074_s27.png,353,0,366,162,Blesk
ch1_20160815_212348_074_s27.png,366,0,377,162,Blesk
ch1_20160815_212348_074_s27.png,375,0,394,162,Blesk
ch1_20160815_212348_074_s27.png,392,0,409,162,Blesk
ch1_20160815_212348_074_s27.png,541,0,556,162,Blesk
ch1_20160815_203345_809_s56.png,872,0,884,162,Blesk
ch1_20160815_203345_809_s56.png,708,0,720,162,Blesk
ch1_20160815_203345_809_s56.png,580,0,593,162,Blesk
ch1_20160815_203345_809_s56.png,634,0,645,162,Blesk
ch1_20160815_203345_809_s56.png,419,0,433,162,Blesk
ch1_20160815_203345_809_s56.png,259,0,271,162,Blesk
ch1_20160815_203345_809_s56.png,74,0,87,162,Blesk
ch1_20160815_203345_809_s56.png,18,0,33,162,Blesk
ch1_20160815_203345_809_s56.png,121,0,134,162,Blesk
ch1_20160815_203345_809_s56.png,141,0,173,162,Blesk
ch1_20160815_203345_809_s56.png,179,0,196,162,Blesk
ch1_20180615_194505_040_s67.png,139,0,155,162,Blesk
ch1_20180615_194505_040_s67.png,166,0,175,162,Blesk
ch1_20180615_194505_040_s67.png,194,0,209,162,Blesk
ch1_20180615_194505_040_s67.png,237,0,248,162,Blesk
ch1_20180615_194505_040_s67.png,323,0,333,162,Blesk
ch1_20180615_194505_040_s67.png,422,0,436,162,Blesk
ch1_20180615_194505_040_s67.png,353,0,367,162,Blesk
ch1_20180615_194505_040_s67.png,623,0,633,162,Blesk
ch1_20180615_194505_040_s67.png,699,0,706,162,Blesk
ch1_20180615_194505_040_s67.png,1152,0,1180,162,Blesk s chvostíkom
ch1_20180615_194505_040_s67.png,1247,0,1266,162,Blesk s chvostíkom
ch1_20180615_194505_040_s67.png,1308,0,1316,162,Blesk
ch1_20180615_194505_040_s67.png,1320,0,1325,162,Blesk
ch1_20180615_194505_040_s67.png,1408,0,1419,162,Blesk
ch1_20180629_161854_877_s73.png,447,0,460,162,Blesk
ch1_20180629_161854_877_s73.png,419,0,434,162,Blesk
ch1_20180629_161854_877_s73.png,403,0,414,162,Blesk
ch1_20180629_161854_877_s73.png,393,0,405,162,Blesk
ch1_20150915_184833_399_s57.png,7,0,13,162,Blesk
ch1_20150915_184833_399_s57.png,181,0,189,162,Blesk
ch1_20150915_184833_399_s57.png,215,0,221,162,Blesk
ch1_20150915_184833_399_s57.png,223,0,230,162,Blesk
ch1_20150915_184833_399_s57.png,326,0,332,162,Blesk
ch1_20150915_184833_399_s57.png,734,0,741,162,Blesk
ch1_20150915_184833_399_s57.png,1042,0,1050,162,Blesk
ch1_20150915_184833_399_s57.png,1095,0,1105,162,Blesk
ch1_20150915_184833_399_s57.png,1145,0,1151,162,Blesk
ch1_20150915_184833_399_s57.png,573,0,580,162,Blesk
ch1_20150915_184833_399_s57.png,664,0,671,162,Blesk
ch1_20150915_184833_399_s57.png,515,0,523,162,Blesk
ch1_20170702_170122_557_s9.png,335,0,354,162,Blesk
ch1_20170702_170122_557_s9.png,649,0,663,162,Blesk
ch1_20170702_170122_557_s9.png,809,0,826,162,Blesk
ch1_20180615_202006_477_s27.png,54,0,92,162,Blesk s chvostíkom
ch1_20180615_202006_477_s27.png,136,0,179,162,Blesk s chvostíkom
ch1_20180615_202006_477_s27.png,701,0,716,162,Blesk
ch1_20180615_202006_477_s27.png,740,0,757,162,Blesk
ch1_20180615_202006_477_s27.png,781,0,798,162,Blesk
ch1_20180615_202006_477_s27.png,859,0,878,162,Blesk
ch1_20180615_202006_477_s27.png,1204,0,1223,162,Blesk
ch1_20180615_202006_477_s27.png,1357,0,1370,162,Blesk
ch1_20180615_202006_477_s27.png,1373,0,1393,162,Blesk s chvostíkom
ch1_20180615_202006_477_s27.png,188,0,204,162,Blesk
ch1_20180615_202006_477_s27.png,295,0,306,162,Blesk
ch1_20150927_135133_845_s91.png,957,0,968,162,Blesk s chvostíkom
ch1_20150927_135133_845_s91.png,1076,0,1081,162,Blesk s chvostíkom
ch1_20150927_135133_845_s91.png,1122,0,1129,162,Blesk
ch1_20150927_135133_845_s91.png,1133,0,1141,162,Blesk
ch1_20150927_135133_845_s91.png,1177,0,1186,162,Blesk s chvostíkom
ch1_20150927_135133_845_s91.png,1203,0,1215,162,Blesk s chvostíkom
ch1_20150927_135133_845_s91.png,1156,0,1164,162,Blesk
ch1_20150927_135133_845_s91.png,1168,0,1177,162,Blesk
ch1_20150902_235435_039_s102.png,33,0,56,162,Blesk s chvostíkom
ch1_20150902_235435_039_s102.png,484,0,502,162,Blesk s chvostíkom
ch1_20150902_235435_039_s102.png,547,0,576,162,Blesk s chvostíkom
ch1_20150902_235435_039_s102.png,990,0,999,162,Blesk s chvostíkom
ch1_20150902_235435_039_s102.png,322,0,333,162,Blesk
ch1_20150902_235435_039_s102.png,441,0,456,162,Blesk
ch1_20150902_235435_039_s102.png,688,0,701,162,Blesk
ch1_20150902_235435_039_s102.png,803,0,818,162,Blesk
ch1_20150902_235435_039_s102.png,874,0,887,162,Blesk
ch1_20150902_235435_039_s102.png,841,0,852,162,Blesk
ch1_20150902_235435_039_s102.png,1029,0,1050,162,Blesk
ch1_20150902_235435_039_s102.png,1244,0,1257,162,Blesk
ch1_20150902_235435_039_s102.png,1257,0,1269,162,Blesk
ch1_20150902_235435_039_s102.png,1236,0,1249,162,Blesk
ch1_20150902_235435_039_s102.png,432,0,444,162,Blesk
ch1_20160830_192500_741_s125.png,37,0,47,162,Blesk
ch1_20160830_192500_741_s125.png,403,0,425,162,Blesk s chvostíkom
ch1_20160830_192500_741_s125.png,464,0,480,162,Blesk s chvostíkom
ch1_20160830_192500_741_s125.png,482,0,504,162,Blesk s chvostíkom
ch1_20160830_192500_741_s125.png,568,0,587,162,Blesk s chvostíkom
ch1_20160830_192500_741_s125.png,664,0,677,162,Blesk
ch1_20160830_192500_741_s125.png,679,0,686,162,Blesk
ch1_20160830_192500_741_s125.png,796,0,810,162,Blesk
ch1_20160830_192500_741_s125.png,917,0,926,162,Blesk
ch1_20160830_192500_741_s125.png,851,0,862,162,Blesk
ch1_20160830_192500_741_s125.png,696,0,707,162,Blesk
ch1_20160830_192500_741_s125.png,714,0,726,162,Blesk
ch1_20160830_192500_741_s125.png,1375,0,1386,162,Blesk
ch1_20160830_192500_741_s97.png,1346,0,1355,162,Blesk
ch1_20160830_192500_741_s97.png,1266,0,1278,162,Blesk s chvostíkom
ch1_20160830_192500_741_s97.png,843,0,852,162,Blesk
ch1_20160830_192500_741_s97.png,319,0,336,162,Blesk
ch1_20160830_192500_741_s97.png,1021,0,1033,162,Blesk
ch1_20160830_192500_741_s97.png,1001,0,1012,162,Blesk s chvostíkom
ch1_20160830_192500_741_s97.png,1239,0,1251,162,Blesk
ch1_20160830_192500_741_s97.png,1250,0,1260,162,Blesk s chvostíkom
ch1_20160830_192500_741_s97.png,445,0,456,162,Blesk
ch1_20160830_192500_741_s97.png,1080,0,1097,162,Blesk s chvostíkom
ch1_20160830_192500_741_s97.png,745,0,760,162,Blesk
ch1_20160830_192500_741_s97.png,120,0,129,162,Blesk
ch1_20160830_192500_741_s97.png,183,0,191,162,Blesk
ch1_20160830_192500_741_s97.png,206,0,224,162,Blesk
ch1_20160830_192500_741_s97.png,1188,0,1197,162,Blesk
ch1_20160814_152226_244_s35.png,165,0,176,162,Blesk
ch1_20160814_152226_244_s35.png,906,0,917,162,Blesk
ch1_20160814_152226_244_s35.png,1265,0,1278,162,Blesk
ch1_20160814_152226_244_s35.png,934,0,948,162,Blesk
ch1_20150927_142635_449_s35.png,158,0,174,162,Blesk
ch1_20150927_142635_449_s35.png,357,0,377,162,Blesk
ch1_20150927_142635_449_s35.png,395,0,417,162,Blesk
ch1_20150914_125211_333_s127.png,224,0,236,162,Blesk
ch1_20150914_125211_333_s127.png,974,0,991,162,Blesk
ch1_20150914_125211_333_s127.png,1252,0,1264,162,Blesk
ch1_20160802_161939_321_s25.png,1158,0,1175,162,Blesk
ch1_20160802_161939_321_s25.png,42,0,54,162,Blesk
ch1_20170730_170906_655_s55.png,978,0,988,162,Blesk s chvostíkom
ch1_20170730_170906_655_s55.png,498,0,504,162,Blesk s chvostíkom
ch1_20170730_170906_655_s55.png,128,0,140,162,Blesk
ch1_20170730_170906_655_s55.png,1290,0,1297,162,Blesk
ch1_20170730_170906_655_s55.png,23,0,33,162,Blesk
ch1_20160830_192500_741_s125.png,31,0,50,162,Blesk
ch1_20160830_192500_741_s125.png,1367,0,1392,162,Blesk
ch1_20160830_192500_741_s125.png,794,0,812,162,Blesk
ch1_20160830_192500_741_s125.png,911,0,936,162,Blesk s chvostíkom
ch1_20160830_192500_741_s125.png,843,0,868,162,Blesk
ch1_20160830_192500_741_s125.png,565,0,589,162,Blesk s chvostíkom
ch1_20160830_192500_741_s125.png,397,0,426,162,Blesk s chvostíkom
ch1_20160830_192500_741_s125.png,475,0,511,162,Blesk s chvostíkom
ch1_20160830_192500_741_s125.png,710,0,729,162,Blesk
ch1_20160830_192500_741_s125.png,692,0,710,162,Blesk
ch1_20160830_192500_741_s125.png,664,0,688,162,Blesk
ch1_20160830_192500_741_s125.png,457,0,476,162,Blesk
ch1_20170702_165122_143_s72.png,526,0,536,162,Blesk
ch1_20170702_165122_143_s72.png,744,0,754,162,Blesk
ch1_20170702_165122_143_s72.png,1206,0,1215,162,Blesk
ch1_20170702_165122_143_s72.png,221,0,232,162,Blesk
ch1_20170702_165122_143_s72.png,1218,0,1228,162,Blesk
ch1_20170702_165122_143_s72.png,788,0,797,162,Blesk
ch1_20170702_165122_143_s72.png,147,0,155,162,Blesk
ch1_20170714_155325_160_s135.png,1323,0,1346,162,Blesk
ch1_20170714_155325_160_s135.png,542,0,558,162,Blesk
ch1_20150915_192835_228_s101.png,402,0,421,162,Blesk
ch1_20150915_192835_228_s101.png,517,0,535,162,Blesk s chvostíkom
ch1_20150915_192835_228_s101.png,535,0,549,162,Blesk s chvostíkom
ch1_20150915_192835_228_s101.png,780,0,797,162,Blesk
ch1_20150915_192835_228_s101.png,1064,0,1074,162,Blesk
ch1_20150915_192835_228_s101.png,1331,0,1343,162,Blesk
ch1_20150915_193335_458_s80.png,89,0,95,162,Blesk
ch1_20150915_193335_458_s80.png,153,0,158,162,Blesk
ch1_20150915_193335_458_s80.png,277,0,287,162,Blesk
ch1_20150915_193335_458_s80.png,224,0,232,162,Blesk
ch1_20150915_193335_458_s80.png,490,0,504,162,Blesk
ch1_20150915_193335_458_s80.png,548,0,555,162,Blesk
ch1_20150915_193335_458_s80.png,559,0,574,162,Blesk
ch1_20150915_193335_458_s80.png,997,0,1010,162,Blesk
ch1_20150915_193335_458_s80.png,1201,0,1218,162,Blesk s chvostíkom
ch1_20150915_193335_458_s80.png,1177,0,1190,162,Blesk
ch1_20160830_193501_188_s71.png,254,0,271,162,Blesk s chvostíkom
ch1_20160830_193501_188_s71.png,45,0,58,162,Blesk s chvostíkom
ch1_20160830_193501_188_s71.png,20,0,31,162,Blesk s chvostíkom
ch1_20160830_193501_188_s71.png,2,0,11,162,Blesk s chvostíkom
ch1_20160830_193501_188_s71.png,337,0,351,162,Blesk s chvostíkom
ch1_20160830_193501_188_s71.png,294,0,308,162,Blesk s chvostíkom
ch1_20160830_193501_188_s71.png,1069,0,1079,162,Blesk
ch1_20160830_193501_188_s71.png,660,0,669,162,Blesk
ch1_20160830_193501_188_s71.png,1382,0,1393,162,Blesk
ch1_20160830_193501_188_s71.png,416,0,426,162,Blesk
ch1_20170714_154824_944_s126.png,1280,0,1287,162,Blesk
ch1_20170714_154824_944_s126.png,1388,0,1397,162,Blesk
ch1_20170714_154824_944_s126.png,1352,0,1362,162,Blesk
ch1_20170714_154824_944_s126.png,989,0,997,162,Blesk s chvostíkom
ch1_20170714_154824_944_s126.png,1156,0,1169,162,Blesk s chvostíkom
ch1_20170714_154824_944_s126.png,720,0,730,162,Blesk
ch1_20170714_154824_944_s126.png,701,0,709,162,Blesk
ch1_20170714_154824_944_s126.png,671,0,679,162,Blesk
ch1_20150915_184833_399_s112.png,739,0,746,162,Blesk s chvostíkom
ch1_20150915_184833_399_s112.png,488,0,503,162,Blesk s chvostíkom
ch1_20150915_184833_399_s112.png,543,0,550,162,Blesk s chvostíkom
ch1_20150915_184833_399_s112.png,1246,0,1252,162,Blesk
ch1_20150915_184833_399_s112.png,1322,0,1334,162,Blesk
ch1_20150915_184833_399_s112.png,3,0,9,162,Blesk
ch1_20170730_172907_467_s60.png,490,0,502,162,Blesk
ch1_20170730_172907_467_s60.png,1334,0,1347,162,Blesk
ch1_20170730_172907_467_s60.png,529,0,538,162,Blesk
ch1_20170730_172907_467_s60.png,538,0,552,162,Blesk
ch1_20170730_172907_467_s60.png,556,0,569,162,Blesk
ch1_20170730_172907_467_s60.png,744,0,762,162,Blesk
ch1_20170730_172907_467_s60.png,620,0,634,162,Blesk
ch1_20170730_172907_467_s60.png,1064,0,1074,162,Blesk
ch1_20170730_172907_467_s60.png,1072,0,1083,162,Blesk
ch1_20170730_172907_467_s60.png,1083,0,1092,162,Blesk
ch1_20170730_172907_467_s60.png,1311,0,1322,162,Blesk
ch1_20170730_172907_467_s60.png,1361,0,1372,162,Blesk
ch1_20180615_194505_040_s28.png,-14,0,12,162,Blesk
ch1_20180615_194505_040_s28.png,57,0,72,162,Blesk
ch1_20180615_194505_040_s28.png,126,0,138,162,Blesk
ch1_20180615_194505_040_s28.png,449,0,470,162,Blesk
ch1_20180615_194505_040_s28.png,812,0,827,162,Blesk
ch1_20180615_194505_040_s28.png,826,0,839,162,Blesk
ch1_20180615_194505_040_s28.png,852,0,870,162,Blesk
ch1_20180615_194505_040_s28.png,877,0,888,162,Blesk
ch1_20180615_194505_040_s28.png,914,0,932,162,Blesk
ch1_20180615_194505_040_s28.png,960,0,978,162,Blesk
ch1_20180615_194505_040_s28.png,1033,0,1047,162,Blesk
ch1_20180615_194505_040_s28.png,1134,0,1146,162,Blesk
ch1_20180615_194505_040_s28.png,1188,0,1208,162,Blesk
ch1_20180615_194505_040_s28.png,1220,0,1238,162,Blesk
ch1_20180615_194505_040_s28.png,1288,0,1302,162,Blesk
ch1_20180615_194505_040_s28.png,1362,0,1375,162,Blesk
ch1_20160830_193501_188_s20.png,1025,0,1039,162,Blesk
ch1_20160830_193501_188_s20.png,998,0,1015,162,Blesk
ch1_20160830_193501_188_s20.png,669,0,681,162,Blesk
ch1_20160830_193501_188_s20.png,721,0,743,162,Blesk s chvostíkom
ch1_20160830_193501_188_s20.png,773,0,797,162,Blesk s chvostíkom
ch1_20160830_193501_188_s20.png,1348,0,1373,162,Blesk s chvostíkom
ch1_20160830_193501_188_s20.png,1040,0,1048,162,Blesk
ch1_20160830_193501_188_s20.png,798,0,812,162,Blesk s chvostíkom
ch1_20160830_193501_188_s20.png,1286,0,1303,162,Blesk
ch1_20180629_155854_029_s118.png,1098,0,1119,162,Blesk
ch1_20180629_155854_029_s118.png,896,0,923,162,Blesk
ch1_20180629_155854_029_s118.png,723,0,750,162,Blesk
ch1_20180629_155854_029_s118.png,490,0,505,162,Blesk
ch1_20180629_155854_029_s118.png,453,0,476,162,Blesk
ch1_20180629_155854_029_s118.png,406,0,426,162,Blesk
ch1_20180629_155854_029_s118.png,45,0,67,162,Blesk
ch1_20180629_155854_029_s118.png,637,0,656,162,Blesk
ch1_20180629_155854_029_s118.png,808,0,826,162,Blesk
ch1_20180629_161354_665_s23.png,426,0,439,162,Blesk
ch1_20180629_161354_665_s23.png,906,0,918,162,Blesk
ch1_20180629_161354_665_s23.png,326,0,336,162,Blesk
ch1_20180629_161354_665_s23.png,208,0,230,162,Blesk
ch1_20180629_161354_665_s23.png,1354,0,1366,162,Blesk
ch1_20180629_161354_665_s23.png,722,0,736,162,Blesk
ch1_20180629_161354_665_s23.png,345,0,361,162,Blesk
ch1_20170702_164121_739_s105.png,1329,0,1340,162,Blesk
ch1_20170702_164121_739_s105.png,164,0,171,162,Blesk
ch1_20170730_164905_817_s137.png,454,0,467,162,Blesk
ch1_20170730_164905_817_s137.png,1333,0,1347,162,Blesk
ch1_20170730_164905_817_s137.png,118,0,130,162,Blesk
ch1_20170730_164905_817_s137.png,1068,0,1079,162,Blesk
ch1_20170730_164905_817_s137.png,1085,0,1099,162,Blesk
ch1_20170730_164905_817_s137.png,1028,0,1046,162,Blesk
ch1_20170730_164905_817_s137.png,1370,0,1387,162,Blesk
ch1_20170715_125919_649_s83.png,1349,0,1358,162,Blesk
ch1_20170715_125919_649_s83.png,1385,0,1393,162,Blesk
ch1_20160814_151225_804_s87.png,209,0,223,162,Blesk
ch1_20150914_132712_919_s9.png,1061,0,1068,162,Blesk
ch1_20150914_132712_919_s9.png,1046,0,1056,162,Blesk
ch1_20150914_132712_919_s9.png,498,0,506,162,Blesk
ch1_20150914_132712_919_s9.png,578,0,588,162,Blesk
ch1_20150914_132712_919_s9.png,25,0,35,162,Blesk
ch1_20150914_132712_919_s9.png,605,0,616,162,Blesk
ch1_20150914_132712_919_s9.png,682,0,693,162,Blesk
ch1_20150914_132712_919_s9.png,756,0,766,162,Blesk
ch1_20150914_132712_919_s9.png,97,0,108,162,Blesk
ch1_20150914_132712_919_s9.png,147,0,152,162,Blesk
ch1_20150914_132712_919_s9.png,135,0,140,162,Blesk
ch1_20150914_132712_919_s9.png,274,0,285,162,Blesk
ch1_20150914_132712_919_s9.png,376,0,385,162,Blesk
ch1_20150914_132712_919_s9.png,326,0,336,162,Blesk
ch1_20150914_132712_919_s9.png,184,0,191,162,Blesk
ch1_20180602_212730_544_s27.png,261,0,284,162,Blesk s chvostíkom
ch1_20180602_212730_544_s27.png,307,0,335,162,Blesk s chvostíkom
ch1_20180602_212730_544_s27.png,848,0,859,162,Blesk
ch1_20180602_212730_544_s27.png,992,0,1027,162,Blesk s chvostíkom
ch1_20180602_212730_544_s27.png,906,0,927,162,Blesk s chvostíkom
ch1_20180614_120347_066_s66.png,166,0,174,162,Blesk
ch1_20180614_120347_066_s66.png,260,0,269,162,Blesk
ch1_20180614_120347_066_s66.png,361,0,369,162,Blesk
ch1_20180614_120347_066_s66.png,383,0,390,162,Blesk
ch1_20180614_120347_066_s66.png,407,0,416,162,Blesk
ch1_20180614_120347_066_s66.png,555,0,564,162,Blesk
ch1_20180614_120347_066_s66.png,707,0,714,162,Blesk
ch1_20180614_120347_066_s66.png,714,0,723,162,Blesk
ch1_20180614_120347_066_s66.png,773,0,782,162,Blesk
ch1_20180614_120347_066_s66.png,989,0,1000,162,Blesk
ch1_20180614_120347_066_s66.png,1358,0,1370,162,Blesk
ch1_20180614_120347_066_s66.png,1086,0,1094,162,Blesk
ch1_20180614_120347_066_s66.png,1041,0,1048,162,Blesk
ch1_20180614_120347_066_s66.png,1055,0,1066,162,Blesk
ch1_20180614_120347_066_s66.png,699,0,707,162,Blesk
ch1_20180614_120347_066_s66.png,748,0,756,162,Blesk s chvostíkom
ch1_20180614_120347_066_s66.png,682,0,692,162,Blesk s chvostíkom
ch1_20150914_131712_473_s136.png,528,0,537,162,Blesk
ch1_20150914_131712_473_s136.png,739,0,753,162,Blesk
ch1_20150914_131712_473_s136.png,649,0,664,162,Blesk
ch1_20150914_131712_473_s136.png,398,0,412,162,Blesk
ch1_20150914_131712_473_s136.png,471,0,482,162,Blesk
ch1_20150914_131712_473_s136.png,575,0,585,162,Blesk
ch1_20150914_131712_473_s136.png,558,0,569,162,Blesk
ch1_20150914_131712_473_s136.png,76,0,89,162,Blesk
ch1_20150914_131712_473_s136.png,115,0,129,162,Blesk
ch1_20150914_131712_473_s136.png,186,0,195,162,Blesk
ch1_20150914_131712_473_s136.png,231,0,243,162,Blesk
ch1_20150914_131712_473_s136.png,355,0,369,162,Blesk
ch1_20150914_131712_473_s136.png,832,0,850,162,Blesk
ch1_20150914_131712_473_s136.png,876,0,887,162,Blesk
ch1_20150914_131712_473_s136.png,1194,0,1215,162,Blesk
ch1_20150914_131712_473_s136.png,1378,0,1390,162,Blesk
ch1_20160815_203345_809_s58.png,215,0,225,162,Blesk
ch1_20160815_203345_809_s58.png,225,0,236,162,Blesk
ch1_20160815_203345_809_s58.png,237,0,249,162,Blesk
ch1_20160815_203345_809_s58.png,265,0,282,162,Blesk
